time_period,time_format,granularity,geocode,pact_t,pact_m,pact_f,pact_t_16a24,pact_t_25a34,pact_t_35a44,pact_t_45a54,pact_t_55mas,pact_m_16a24,pact_m_25a34,pact_m_35a44,pact_m_45a54,pact_m_55mas,pact_f_16a24,pact_f_25a34,pact_f_35a44,pact_f_45a54,pact_f_55mas,pocu_t,pocu_m,pocu_f,pocu_t_16a24,pocu_t_25a34,pocu_t_35a44,pocu_t_45a54,pocu_t_55mas,pocu_m_16a24,pocu_m_25a34,pocu_m_35a44,pocu_m_45a54,pocu_m_55mas,pocu_f_16a24,pocu_f_25a34,pocu_f_35a44,pocu_f_45a54,pocu_f_55mas,pocu_a401,pocu_a402,pocu_a403,pocu_a404,psal_t,psal_m,psal_f,psal_t_16a24,psal_t_25a34,psal_t_35a44,psal_t_45a54,psal_t_55mas,psal_m_16a24,psal_m_25a34,psal_m_35a44,psal_m_45a54,psal_m_55mas,psal_f_16a24,psal_f_25a34,psal_f_35a44,psal_f_45a54,psal_f_55mas,psal_pri_t,psal_pri_m,psal_pri_f,psal_pub_t,psal_pub_m,psal_pub_f,psel_t,psel_m,psel_f,ppar_t,ppar_m,ppar_f,ppar_t_16a24,ppar_t_25a34,ppar_t_35a44,ppar_t_45a54,ppar_t_55mas,ppar_ld_t,ppar_ld_m,ppar_ld_f,tpar_t,tpar_m,tpar_f,tsal_t,tsal_m,tsal_f,label
2024,P1Y,MUNICIPALITIES,38030,1263,666,597,82,213,295,350,324,49,114,144,190,170,33,99,151,160,154,1103,600,503,64,191,268,315,266,38,103,135,181,144,26,88,133,135,122,101,42,110,849,895,453,442,59,174,219,248,195,35,90,102,131,96,25,84,117,118,99,588,350,238,307,103,204,208,147,61,160,66,94,18,22,28,35,58,52,22,30,12.69,9.95,15.75,81.16,75.49,87.92,Puntallana
2024,P1Y,MUNICIPALITIES,38031,19026,9713,9314,1267,3368,4296,5652,4444,657,1744,2046,2922,2344,609,1623,2250,2730,2101,15816,8407,7409,997,2983,3818,4815,3204,514,1572,1864,2632,1825,483,1411,1954,2183,1379,471,711,1582,12960,13425,6919,6506,955,2717,3265,4000,2489,485,1410,1557,2114,1353,469,1307,1709,1886,1135,11813,6339,5474,1607,577,1030,2392,1488,904,3210,1306,1904,270,385,478,837,1240,1678,602,1076,16.87,13.44,20.45,84.88,82.3,87.81,Los Realejos
2024,P1Y,MUNICIPALITIES,38032,9187,4749,4438,437,1458,2113,2877,2304,235,744,1042,1515,1212,201,714,1070,1362,1091,8082,4265,3818,354,1305,1910,2595,1919,195,677,965,1391,1037,159,628,945,1204,882,95,467,443,7054,6592,3347,3245,332,1170,1597,2078,1416,183,604,784,1073,703,149,566,813,1005,714,4874,2661,2213,1716,685,1031,1490,918,573,1104,484,621,83,152,203,282,385,472,190,281,12.02,10.19,13.98,81.56,78.48,85,El Rosario
2024,P1Y,MUNICIPALITIES,38033,1956,1040,916,103,321,436,559,538,58,175,227,303,277,45,146,209,256,261,1683,929,754,77,278,394,490,445,43,157,208,279,242,34,121,186,211,203,230,80,115,1253,1341,690,651,73,240,318,387,323,40,135,164,200,152,33,105,155,188,171,913,544,370,428,146,282,342,239,103,273,111,162,26,43,42,70,93,93,32,61,13.95,10.65,17.68,79.68,74.29,86.31,San Andrés y Sauces
2024,P1Y,MUNICIPALITIES,38034,2423,1268,1156,148,415,551,736,574,81,218,292,367,311,68,197,259,369,263,2042,1101,941,119,365,482,638,438,65,193,267,328,248,54,172,215,310,189,129,76,248,1573,1762,930,832,113,329,426,542,353,61,172,233,272,193,52,157,194,269,160,1413,813,600,348,117,231,280,171,109,382,167,215,29,50,69,98,136,184,74,110,15.75,13.19,18.56,86.3,84.51,88.39,San Juan de la Rambla
2024,P1Y,MUNICIPALITIES,38035,11432,5793,5639,875,2150,2886,3413,2108,458,1050,1423,1721,1141,417,1101,1463,1692,967,10347,5351,4997,805,1995,2692,3101,1755,422,981,1348,1593,1007,383,1014,1344,1509,748,188,398,641,9106,8444,4210,4234,763,1760,2178,2467,1277,390,850,1077,1195,699,373,910,1102,1272,578,7787,3970,3817,653,237,416,1903,1140,763,1084,442,642,70,155,194,312,353,398,146,252,9.48,7.63,11.39,81.61,78.69,84.74,San Miguel de Abona
2024,P1Y,MUNICIPALITIES,38036,4723,2381,2342,272,883,1052,1364,1152,142,448,512,697,582,130,435,540,667,571,4233,2155,2078,227,812,967,1236,990,118,413,475,643,506,109,399,493,593,484,172,141,330,3583,3699,1858,1841,220,752,840,1089,798,114,381,406,563,394,106,371,435,526,404,2617,1442,1174,1082,415,667,534,297,237,490,227,264,45,71,85,128,162,140,50,90,10.38,9.51,11.26,87.38,86.21,88.59,San Sebastián de La Gomera
2024,P1Y,MUNICIPALITIES,38037,7384,3706,3678,438,1368,1627,2054,1898,233,706,834,1021,913,205,662,793,1033,985,6199,3176,3023,339,1211,1425,1763,1462,183,629,737,907,721,157,582,688,856,741,166,173,424,5423,5443,2730,2713,329,1108,1248,1545,1213,177,567,633,777,577,153,541,615,769,636,3810,2110,1700,1632,619,1013,756,447,310,1186,530,656,99,158,202,291,436,500,216,285,16.05,14.29,17.83,87.8,85.94,89.75,Santa Cruz de La Palma
2024,P1Y,MUNICIPALITIES,38038,101741,49806,51935,6071,18308,23672,29149,24542,3150,8988,11180,14396,12093,2921,9320,12492,14753,12449,84445,42125,42320,4702,15996,20623,24669,18456,2427,7973,9989,12448,9288,2275,8023,10634,12221,9168,713,3609,4326,75534,73443,35571,37872,4506,14734,18093,21207,14904,2291,7274,8572,10352,7083,2215,7461,9521,10855,7821,57262,29874,27389,16157,5684,10473,11003,6554,4448,17296,7681,9615,1369,2313,3049,4479,6086,8481,3655,4826,17,15.42,18.51,86.97,84.44,89.49,Santa Cruz de Tenerife
2024,P1Y,MUNICIPALITIES,38039,7805,3971,3834,453,1421,1785,2316,1832,240,715,854,1177,985,213,706,931,1138,847,6448,3401,3047,361,1230,1552,1956,1349,185,639,771,1040,766,176,591,782,916,583,103,312,594,5411,5297,2702,2595,343,1118,1294,1553,989,177,568,628,794,537,166,550,667,759,452,4405,2398,2007,891,304,587,1152,699,453,1357,570,787,92,190,233,360,482,673,263,410,17.38,14.34,20.53,82.14,79.45,85.15,Santa Úrsula
2024,P1Y,MUNICIPALITIES,38040,5161,2658,2503,387,1029,1282,1377,1086,208,488,651,731,581,179,541,631,646,505,4677,2453,2224,355,963,1185,1259,915,192,461,612,679,509,163,503,573,580,406,143,125,257,4140,3730,1902,1828,336,852,929,981,633,177,401,477,514,334,159,451,452,467,299,3451,1792,1659,277,109,168,947,551,396,484,205,279,32,66,97,118,171,157,58,98,9.37,7.69,11.15,79.75,77.53,82.19,Santiago del Teide
2024,P1Y,MUNICIPALITIES,38041,4514,2293,2221,264,802,1016,1287,1145,147,411,508,620,608,117,392,509,667,537,3827,1986,1842,205,703,905,1136,879,114,366,463,565,478,91,337,442,571,401,82,223,371,3136,3232,1635,1597,195,643,771,971,651,108,330,391,467,340,88,313,380,504,312,2527,1372,1156,704,263,440,596,350,245,687,308,379,59,99,111,151,267,330,140,191,15.21,13.42,17.07,84.44,82.36,86.68,El Sauzal
2024,P1Y,MUNICIPALITIES,38042,2064,1112,953,119,366,492,587,501,69,198,255,314,277,50,169,237,273,224,1679,929,750,89,311,423,491,366,51,164,228,269,217,38,147,195,222,149,333,49,112,1177,1396,754,642,86,269,343,414,285,49,142,180,220,163,36,127,164,194,122,1111,648,463,286,106,180,282,175,108,386,183,203,30,56,69,97,135,181,80,102,18.69,16.48,21.26,83.18,81.21,85.63,Los Silos
2024,P1Y,MUNICIPALITIES,38043,12387,6334,6054,760,2033,2917,3811,2867,424,1059,1393,1909,1549,336,974,1524,1903,1317,10331,5470,4861,591,1757,2525,3265,2194,330,933,1244,1704,1259,261,823,1281,1561,935,211,549,923,8597,8902,4553,4349,569,1615,2213,2744,1762,314,842,1056,1373,968,255,773,1157,1371,794,6878,3850,3027,2020,699,1321,1429,918,512,2056,863,1193,169,276,391,547,673,955,349,605,16.6,13.63,19.71,86.17,83.22,89.48,Tacoronte
2024,P1Y,MUNICIPALITIES,38044,1309,687,622,108,265,291,339,308,54,135,148,172,179,53,130,143,168,129,1074,575,499,87,229,262,295,201,46,123,137,151,119,42,106,125,144,82,80,34,127,831,936,488,447,83,206,235,257,155,43,109,120,125,92,40,97,115,132,64,849,456,393,86,32,55,139,87,52,235,112,123,20,36,29,44,107,113,58,55,17.97,16.34,19.77,87.1,84.95,89.58,El Tanque
2024,P1Y,MUNICIPALITIES,38045,2110,1147,963,184,418,459,553,497,104,218,240,290,295,79,200,219,263,202,1636,918,718,130,341,393,431,343,72,184,216,233,214,58,157,177,198,129,161,59,157,1254,1348,731,618,120,301,328,347,253,66,157,178,179,151,54,144,150,168,102,1069,612,457,279,119,160,288,188,101,474,229,245,54,78,66,122,154,149,77,72,22.46,19.98,25.42,82.4,79.58,86,Tazacorte
2024,P1Y,MUNICIPALITIES,38046,5947,3007,2940,304,969,1345,1793,1537,176,488,652,923,769,129,481,693,870,768,5210,2703,2507,253,864,1233,1599,1262,149,442,608,857,647,104,422,625,742,615,135,340,342,4381,4418,2203,2214,239,786,1079,1328,986,139,395,517,688,465,100,392,562,641,521,3189,1773,1417,1228,431,798,792,500,293,737,304,434,52,105,112,194,275,332,130,202,12.4,10.1,14.74,84.79,81.51,88.33,Tegueste
2024,P1Y,MUNICIPALITIES,38047,1134,623,511,67,199,226,333,310,41,106,109,189,178,26,93,117,144,132,982,551,431,53,178,200,290,261,32,97,99,172,152,21,82,101,118,109,120,33,138,691,715,362,352,46,156,154,203,156,26,81,70,109,77,20,75,84,95,79,473,280,194,241,83,159,267,189,79,152,72,80,14,21,26,43,49,55,23,32,13.41,11.53,15.7,72.78,65.77,81.73,Tijarafe
2024,P1Y,MUNICIPALITIES,38048,2466,1243,1223,130,456,557,685,639,63,227,264,348,341,66,229,293,337,298,2139,1078,1062,101,407,502,606,524,49,205,238,308,279,52,203,264,299,245,99,98,145,1794,1842,896,946,96,378,431,524,413,47,191,200,252,207,50,187,231,272,207,1219,665,555,623,231,392,297,182,116,326,165,161,29,49,56,79,115,107,53,54,13.23,13.29,13.17,86.1,83.14,89.12,Valverde
2024,P1Y,MUNICIPALITIES,38901,866,473,393,55,157,193,236,225,32,83,104,125,130,23,74,90,112,95,747,422,325,43,132,175,208,189,25,73,99,111,114,18,60,77,97,75,85,36,73,553,619,335,283,40,115,148,167,149,24,63,86,81,82,17,52,63,86,67,423,255,168,196,81,115,128,86,42,119,52,68,12,25,18,28,36,29,10,19,13.75,10.89,17.2,82.85,79.54,87.15,El Pinar de El Hierro
2024,P1Y,MUNICIPALITIES,38049,1981,1018,963,109,322,373,550,628,59,169,192,267,331,50,154,181,283,296,1727,881,846,97,283,335,487,525,52,143,174,234,277,45,140,161,252,248,45,47,107,1528,1319,650,669,90,251,272,370,337,45,123,142,173,167,45,128,131,197,169,1076,534,543,243,117,126,408,230,177,254,137,117,12,40,38,63,102,74,36,38,12.84,13.49,12.15,76.4,73.85,79.05,Valle Gran Rey
2024,P1Y,MUNICIPALITIES,38050,1193,676,517,63,206,231,321,373,40,109,132,182,214,23,98,99,139,159,976,560,416,45,182,206,273,271,29,94,122,158,157,16,87,83,116,114,126,50,89,706,820,465,354,43,162,183,229,204,27,81,106,134,117,16,81,76,95,87,629,390,240,190,76,114,157,95,62,217,116,101,18,25,25,48,102,83,43,40,18.19,17.17,19.53,83.97,83.12,85.11,Vallehermoso
2024,P1Y,MUNICIPALITIES,38051,4695,2440,2255,303,889,1156,1389,958,165,457,569,720,529,138,432,587,669,430,3798,2045,1753,246,774,1006,1131,642,138,412,512,611,372,108,363,494,520,269,72,217,512,2976,3273,1730,1543,234,709,877,949,505,132,370,447,505,277,102,339,431,444,228,2734,1562,1172,538,168,370,525,315,210,897,395,502,57,115,150,258,317,462,191,271,19.1,16.17,22.26,86.18,84.61,88.01,La Victoria de Acentejo
2024,P1Y,MUNICIPALITIES,38052,935,493,442,66,187,202,251,229,32,94,111,134,123,34,94,92,116,107,813,441,372,58,172,186,223,174,28,89,103,125,96,30,83,84,98,78,25,62,33,693,663,349,314,55,157,154,174,124,25,83,81,93,67,29,74,73,81,56,580,309,271,82,40,43,151,93,58,122,52,70,8,15,16,27,55,49,22,27,13.02,10.45,15.89,81.49,78.98,84.47,Vilaflor de Chasna
2024,P1Y,MUNICIPALITIES,38053,2495,1304,1191,147,442,560,680,667,77,219,296,351,361,70,223,265,328,306,2084,1129,955,105,376,504,578,523,54,193,271,308,304,51,183,233,270,218,115,76,216,1673,1742,901,842,102,339,426,488,387,53,167,220,249,212,49,172,206,239,175,1276,723,553,466,177,288,342,229,113,411,175,237,42,66,57,102,145,143,46,97,16.48,13.38,19.87,83.61,79.77,88.16,Villa de Mazo
